Q_67		RAPID_FIRE	Pharmacology	Metronidazole is highly effective against obligate anaerobes but has no activity against aerobes.		TRUE	FALSE			A	Why: True. Metronidazole targets anaerobes and protozoa; it is ineffective against aerobic bacteria. Why not: N/A	Antibiotics,Spectrum	Antibiotics,Spectrum
Q_68		RAPID_FIRE	Pharmacology	The Pterygomandibular raphe is a key soft tissue landmark for the Inferior Alveolar Nerve Block.		TRUE	FALSE			A	Why: True. The injection site is lateral to the pterygomandibular raphe and medial to the internal oblique ridge. Why not: N/A	Landmarks	Landmarks
Q_69		RAPID_FIRE	Pharmacology	Local anesthetics are more effective in inflamed tissue because the low pH increases the amount of non-ionized base.		TRUE	FALSE			B	Why: False. Inflamed tissue has a lower pH, which increases the IONIZED (cation) form. Only the NON-ionized base can penetrate the nerve membrane, making LA *less* effective. Why not: N/A	Mechanism of Action,pH	Mechanism of Action,pH
Q_70		RAPID_FIRE	Pharmacology	Tetracyclines should be avoided in pregnant women and children under 8 due to the risk of tooth discoloration.		TRUE	FALSE			A	Why: True. Tetracyclines chelate calcium and are incorporated into developing teeth and bones, causing intrinsic staining. Why not: N/A	Contraindications,Pediatric	Contraindications,Pediatric
Q_71		RAPID_FIRE	Pharmacology	The mental nerve block provides anesthesia to the mandibular molars.		TRUE	FALSE			B	Why: False. The mental nerve block only anesthetizes the buccal soft tissue from the mental foramen forward (premolars/canines/incisors). It does not anesthetize teeth (pulps) or molars. Why not: N/A	Nerves,Anatomy	Nerves,Anatomy
Q_72		RAPID_FIRE	Pharmacology	Amoxicillin is a bacteriostatic antibiotic.		TRUE	FALSE			B	Why: False. Amoxicillin is bactericidal (kills bacteria by inhibiting cell wall synthesis). Macrolides and Tetracyclines are bacteriostatic. Why not: N/A	Antibiotics,Classification	Antibiotics,Classification
Q_73		RAPID_FIRE	Pharmacology	Articaine (Septocaine) is metabolized in both the liver and the blood plasma.		TRUE	FALSE			A	Why: True. Articaine is unique; it is an amide but contains an ester chain, allowing it to be metabolized by plasma esterases (blood) and the liver. Why not: N/A	Metabolism,Articaine	Metabolism,Articaine
Q_74		RAPID_FIRE	Pharmacology	Needle breakage is most common when using a 25-gauge long needle.		TRUE	FALSE			B	Why: False. Breakage is most common with 30-gauge SHORT needles inserted to the hub, usually during IAN blocks. Thinner needles break more easily. Why not: N/A	Complications,Equipment	Complications,Equipment
Q_75	CASE_13	CASE	Prosthodontics	The patient's complaint of "clicking" teeth and muscle fatigue is most indicative of which error in the denture fabrication?		Excessive Vertical Dimension of Occlusion (VDO)	Decreased Vertical Dimension of Occlusion (VDO)	Inadequate posterior palatal seal	Incorrect centric relation record	A	Why: "Clicking" of teeth during speech suggests the teeth are colliding because there is insufficient interocclusal rest space (freeway space). This means the VDO is too open (Excessive). Why not: Decreased VDO (over-closed) typically causes angular cheilitis and a collapsed facial appearance, not clicking.	VDO,Diagnosis,Complications	
Q_76	CASE_13	CASE	Prosthodontics	If this condition (Excessive VDO) is left uncorrected, which long-term consequence is most likely to occur?		Angular Cheilitis	Accelerated ridge resorption	TMJ dislocation	Epulis Fissuratum	B	Why: Excessive VDO creates constant pressure on the underlying bone because the muscles cannot return to their resting length. This constant trauma leads to accelerated resorption of the residual ridge. Why not: Angular Cheilitis is associated with *decreased* VDO. Epulis Fissuratum is caused by an overextended flange.	VDO,Pathology,Resorption	
Q_77	CASE_13	CASE	Prosthodontics	To correct this error, the dentist must establish a proper freeway space. What is the average normal range for interocclusal rest space?		0-1 mm	2-4 mm	6-8 mm	10-12 mm	B	Why: The physiological rest position is normally 2-4 mm greater than the VDO. This gap (freeway space) allows muscles to relax. Why not: 0-1 mm is too tight (causing the clicking seen in this case). >6 mm indicates a collapsed bite (decreased VDO).	Physiology,VDO	
Q_78	CASE_14	CASE	Prosthodontics	The patient describes the denture moving during function (chewing). This specific problem is best classified as a lack of:		Retention	Stability	Support	Esthetics	B	Why: Stability is defined as resistance to horizontal or lateral forces (e.g., movement during chewing/sliding). Why not: Retention is resistance to vertical dislodgement (pulling away from tissue). Support is resistance to vertical forces towards the tissue.	Definitions,Biomechanics	
Q_79	CASE_14	CASE	Prosthodontics	Given the severe resorption, identifying the primary stress-bearing area is critical. What is the primary stress-bearing area for a mandibular complete denture?		Crest of the residual ridge	Buccal Shelf	Retromolar Pad	Genial Tubercles	B	Why: The Buccal Shelf is the primary stress-bearing area because it is covered by cortical bone and lies perpendicular to vertical forces. Why not: The crest of the mandibular ridge is secondary because it is often cancellous bone and resorbs easily. (Note: In the maxilla, the palate/ridge is primary).	Anatomy,Support,Mandible	
Q_80	CASE_14	CASE	Prosthodontics	The patient's denture lifts when she lifts her tongue. This suggests the denture flange is overextended into which anatomical area?		Masseteric notch	Retromylohyoid fossa	Mylohyoid ridge	Buccal vestibule	C	Why: The mylohyoid muscle forms the floor of the mouth. If the lingual flange extends below the mylohyoid ridge, the muscle will displace the denture upward when the tongue is raised. Why not: The Masseter affects the distobuccal flange.	Anatomy,Retention,Muscles	
Q_81	CASE_15	CASE	Prosthodontics	The patient's "whistling" on "S" sounds indicates that the maxillary anterior teeth are likely positioned:		Too far labially	Too far lingually	Too far superiorly	Too far inferiorly	B	Why: A whistle on "S" sounds indicates the air channel is too narrow/obstructed, often because the maxillary teeth are set too far lingually or the palatal vault is too thick. Why not: A "lisp" (shh sound instead of S) usually indicates the channel is too broad (teeth too far labial).	Phonetics,Esthetics,Setup	
Q_82	CASE_15	CASE	Prosthodontics	During the phonetic try-in, the dentist asks the patient to count from 50 to 60. This test (Fricative sounds) is used to evaluate:		Vertical Dimension of Occlusion	Centric Relation	Position of maxillary incisal edges	Posterior Palatal Seal	C	Why: "F" and "V" sounds (55, 56) are produced by the maxillary incisors contacting the wet-dry line of the lower lip. This verifies the superior/inferior and labial/lingual position of the incisors. Why not: VDO is checked with Sibilant sounds (S, Z, 66).	Phonetics,Technique	
Q_83	CASE_15	CASE	Prosthodontics	When the patient makes "S" sounds (Sibilants), the dentist observes the "Closest Speaking Space." Ideally, the teeth should:		Contact lightly	Have 1-2 mm of clearance	Have 5-6 mm of clearance	Overlap by 4 mm	B	Why: The Closest Speaking Space is the clearance between upper and lower teeth during sibilant sounds. They should come very close (1-1.5mm) but NOT touch. Why not: If they touch (clatter), VDO is too high. If space is excessive, VDO is too low.	Phonetics,VDO	
Q_84		RAPID_FIRE	Prosthodontics	Angular Cheilitis is commonly associated with an excessive Vertical Dimension of Occlusion (VDO).		TRUE	FALSE			B	Why: False. It is associated with Decreased/Lost VDO. The collapse of the face causes folding at the corners of the mouth, trapping moisture (saliva) and leading to fungal infection. Why not: N/A	Pathology,VDO	
Q_85		RAPID_FIRE	Prosthodontics	The primary stress-bearing area of the maxillary denture is the hard palate and residual ridge.		TRUE	FALSE			A	Why: True. The horizontal portion of the hard palate lateral to the midline offers the best bone support. Why not: N/A	Anatomy,Support	
Q_86		RAPID_FIRE	Prosthodontics	Retention is defined as resistance to dislodgement along the path of insertion (vertical displacement away from tissue).		TRUE	FALSE			A	Why: True. Think of "sticky" foods pulling the denture down. Stability resists horizontal shifting. Why not: N/A	Definitions,Retention	
Q_87		RAPID_FIRE	Prosthodontics	The vibrating line usually passes 2mm anterior to the fovea palatini.		TRUE	FALSE			A	Why: True. The fovea palatini are collecting ducts for minor salivary glands and are generally located just posterior to the vibrating line (junction of hard/soft palate). Why not: N/A	Anatomy,Landmarks	
Q_88		RAPID_FIRE	Prosthodontics	Overextension of the distobuccal flange of a mandibular denture can cause dislodgement by the Masseter muscle.		TRUE	FALSE			A	Why: True. When the patient closes (clenches), the Masseter bulges into the distobuccal area. If the denture is too wide there, it will be pushed up. Why not: N/A	Muscles,Stability	
Q_89		RAPID_FIRE	Prosthodontics	Adhesion is the attraction between molecules of the same kind.		TRUE	FALSE			B	Why: False. Adhesion is attraction between UNLIKE molecules (Saliva + Denture). Cohesion is attraction between LIKE molecules (Saliva + Saliva). Both are needed for retention. Why not: N/A	Physics,Retention	
Q_90		RAPID_FIRE	Prosthodontics	Placing occlusal plane too high (superiorly) can result in a "gummy" smile but does not affect phonetics.		TRUE	FALSE			B	Why: False. It heavily affects phonetics. If the plane is too high, the patient may struggle to make "F" and "V" sounds properly, and tongue space may be compromised. Why not: N/A	Esthetics,Phonetics	
Q_91		RAPID_FIRE	Prosthodontics	The Retromolar Pad should be covered by the mandibular denture base to aid in retention and support.		TRUE	FALSE			A	Why: True. The underlying bone is resistant to resorption, and the seal across the pad is crucial for retention. Why not: N/A	Anatomy,Design	
Q_92		RAPID_FIRE	Prosthodontics	A facebow transfer records the relationship of the mandible to the maxilla.		TRUE	FALSE			B	Why: False. A facebow records the relationship of the MAXILLA to the CRANIUM (specifically the hinge axis/condyles). It transfers this orientation to the articulator. Why not: N/A	Equipment,Facebow	
Q_93		RAPID_FIRE	Prosthodontics	Balanced Occlusion is preferred in complete dentures to maintain stability during excursive movements.		TRUE	FALSE			A	Why: True. Unlike natural teeth (where canine guidance is preferred), dentures rely on simultaneous contact on both sides during movement (balance) to prevent tipping. Why not: N/A	Occlusion,Concepts	
Q_94	CASE_16	CASE	Prosthodontics	The patient's physical appearance (prognathism, deep folds) and angular cheilitis are classic signs of which error in VDO?		Excessive VDO (Open bite)	Decreased VDO (Overclosure)	Incorrect Centric Relation	Crossbite occlusion	B	Why: Wearing dentures for 18 years leads to ridge resorption and wear of the acrylic teeth, both of which decrease the VDO. This causes the mandible to rotate forward and upward (pseudo-prognathism) and the face to collapse. Why not: Excessive VDO would cause a "strained" look and inability to close lips, not deep folds.	VDO,Diagnosis,Aging	
Q_95	CASE_16	CASE	Prosthodontics	The angular cheilitis (Perleche) observed is primarily caused by:		Vitamin C deficiency	Fungal infection due to moisture pooling in skin folds	Bacterial infection from the denture base	Allergic reaction to denture monomer	B	Why: The collapsed VDO causes the corners of the mouth to fold over, trapping saliva. This moist environment promotes Candida albicans (fungal) overgrowth. Why not: While vitamin deficiencies can cause it, the mechanical factor (VDO) is the primary etiology here.	Pathology,Microbiology,VDO	
Q_96	CASE_16	CASE	Prosthodontics	To correct this, the dentist plans to make new dentures. What is the most reliable method to determine the correct Vertical Dimension of Rest (VDR)?		The "M" sound method	Facial measurements and patient relaxation	Swallowing threshold	b and c	D	Why: VDR is a physiological position of muscle rest. It is best found using a combination of methods, including facial measurements, asking the patient to swallow and relax, and phonetics ("M" sound). Why not: Relying on just one method is less accurate.	VDO,Technique,Physiology	
Q_97	CASE_17	CASE	Prosthodontics	The dislodgement of the maxillary denture during wide opening (yawning) suggests an error in the:		Labial flange thickness	Distobuccal flange width	Posterior Palatal Seal (PPS)	Incise papilla relief	B	Why: The distobuccal flange is limited by the Coronoid Process of the mandible. If the flange is too wide/thick, the coronoid process will hit it when the patient opens wide, dislodging the denture. Why not: PPS failure usually causes dropping at rest or during talking, not specifically "wide opening" interference.	Anatomy,Retention,Complications	
Q_98	CASE_17	CASE	Prosthodontics	The Posterior Palatal Seal (PPS) should be placed:		Anterior to the vibrating line	On the vibrating line	Posterior to the vibrating line	On the hard palate only	A	Why: The PPS is carved into the master cast just *anterior* to the vibrating line to compress the soft tissues and create a suction seal. Why not: Placing it posterior to the vibrating line (on moveable soft palate) would cause gagging and irritation. Placing it on the hard palate would not create a seal.	Anatomy,PPS,Design	
Q_99	CASE_17	CASE	Prosthodontics	Which anatomical landmark serves as the posterior limit for the maxillary denture flange in the hamular notch area?		Pterygomandibular raphe	Pterygoid hamulus	Palatoglossal arch	Fovea palatini	A	Why: The Pterygomandibular raphe connects the hamulus to the retromolar pad. When the mouth opens, this ligament pulls taut. The denture must not impinge on it. Why not: The hamulus is the bony hook; the raphe is the soft tissue attachment.	Anatomy,Landmarks	
